620, 71.3085, 104.862, 0.4487690
670, 114.876, 155.256, 7.013528352
720, 153.855, 218.764, 14.022335682
770, 234.681, 286.724, 21.031154596
820, 279.526, 348.571, 28.039955093
870, 364.162, 414.484, 35.049038463
920, 402.017, 466.413, 42.057846543
970, 439.061, 499.138, 49.066650707
1024, 494.928, 524.886, 56.075438453
