0, 0
0.000920748, 1
0.0018415, 2
0.00460374, 5
0.00644524, 7
0.00920748, 10
0.011049, 12
0.014732, 16
0.0165735, 18
0.0193357, 21
0.0211772, 23
0.0239395, 26
0.0257809, 28
0.0285432, 31
0.0313054, 34
0.0331469, 36
0.0368299, 40
0.0395922, 43
0.0432752, 47
0.0460374, 51
0.0497204, 54
0.0534034, 58
0.0580071, 63
0.0607694, 66
0.0644524, 70
0.0681354, 74
0.0718184, 78
0.0745806, 81
0.0782636, 85
0.0819466, 89
0.0856296, 93
0.0893126, 97
0.0920748, 101
0.0957578, 104
0.0994408, 108
0.104045, 113
0.107728, 117
0.111411, 121
0.116014, 126
0.119697, 130
0.12338, 134
0.127063, 138
0.130746, 142
0.134429, 146
0.137191, 149
0.140874, 153
0.144557, 157
0.14824, 161
0.151923, 165
0.155606, 169
0.159289, 173
0.162052, 176
0.165735, 180
0.169418, 184
0.173101, 188
0.176784, 192
0.180467, 196
0.18415, 200
0.187833, 204
0.191516, 208
0.195199, 212
0.198882, 216
0.202565, 220
0.206248, 224
0.209931, 228
0.213614, 232
0.217297, 236
0.22098, 240
0.223742, 243
0.227425, 247
0.230187, 250
0.23387, 254
0.237553, 258
0.242157, 263
0.24584, 267
0.250443, 272
0.255968, 278
0.260572, 283
0.265175, 288
0.269779, 293
0.273462, 297
0.278066, 302
0.281749, 306
0.285432, 310
0.289115, 314
0.291877, 317
0.294639, 320
0.298322, 324
0.301085, 327
0.303847, 330
0.306609, 333
0.310292, 337
0.313054, 340
0.316737, 344
0.3195, 347
0.323183, 351
0.326866, 355
0.330549, 359
0.334232, 363
0.338835, 368
0.342518, 372
0.346201, 376
0.348964, 379
0.351726, 382
0.354488, 385
0.358171, 389
0.360933, 392
0.364616, 396
0.367379, 399
0.371982, 404
0.375665, 408
0.380269, 413
0.383952, 417
0.387635, 421
0.391318, 425
0.395922, 430
0.399605, 434
0.403288, 438
0.406971, 442
0.411574, 447
0.415257, 451
0.41894, 455
0.422623, 459
0.427227, 464
0.429989, 467
0.434593, 472
0.438276, 476
0.441959, 480
0.445642, 484
0.450246, 489
0.453929, 493
0.457612, 497
0.463136, 503
0.46774, 508
0.472344, 513
0.476027, 517
0.481551, 523
0.485234, 527
0.488917, 531
0.4926, 535
0.496283, 539
0.500887, 544
0.50457, 548
0.508253, 552
0.511936, 556
0.515619, 560
0.519302, 564
0.523906, 569
0.528509, 574
0.532192, 578
0.536796, 583
0.540479, 587
0.544162, 591
0.547845, 595
0.551528, 599
0.556132, 604
0.560736, 609
0.564419, 613
0.568102, 617
0.570864, 620
0.574547, 624
0.57823, 628
0.581913, 632
0.585596, 636
0.589279, 640
0.592962, 644
0.597566, 649
0.602169, 654
0.605852, 658
0.609535, 662
0.614139, 667
0.617822, 671
0.622426, 676
0.627029, 681
0.630712, 685
0.635316, 690
0.638999, 694
0.642682, 698
0.646365, 702
0.65189, 708
0.655573, 712
0.659256, 716
0.663859, 721
0.668463, 726
0.672146, 730
0.67675, 735
0.680433, 739
0.685037, 744
0.68872, 748
0.692403, 752
0.697006, 757
0.70161, 762
0.706214, 767
0.709897, 771
0.71358, 776
0.718184, 780
0.722787, 785
0.727391, 790
0.731074, 794
0.735678, 799
0.740281, 804
0.743965, 808
0.748568, 813
0.753172, 818
0.757776, 823
0.761459, 827
0.766062, 832
0.770666, 837
0.77527, 842
0.779874, 847
0.784477, 852
0.789081, 857
0.793685, 862
0.799209, 868
0.804734, 874
0.810258, 880
0.814862, 885
0.819466, 890
0.82499, 896
0.829594, 901
0.835119, 907
0.840643, 913
0.845247, 918
0.849851, 923
0.855375, 929
0.8609, 935
0.865503, 941
0.871028, 946
0.875631, 951
0.881156, 957
0.88576, 962
0.890363, 967
0.894967, 972
0.900492, 978
0.906016, 984
0.91062, 989
0.916144, 995
0.92259, 1002
0.929035, 1009
0.934559, 1015
0.940084, 1021
0.944688, 1026
0.949291, 1031
0.956657, 1039
0.963103, 1046
0.968627, 1052
0.973231, 1057
0.978755, 1063
0.985201, 1070
0.989804, 1075
0.995329, 1081
1.00177, 1088
